ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
59.0,30.0,2.0,12.0,2.0,1.0,1.0,100.0,83.0,7.0,8.0,4.0,2.0,33.0,0.0,4.0,4.0,40.0,70.2104219767771,1.0,1.0,0.0,67.0,0.0
67.0,100.0,3.0,46.0,8.0,1.0,1.0,67.0,23.0,6.0,2.0,9.0,1.0,33.0,0.0,3.0,3.0,13.0,83.0,1.0,1.0,0.0,50.0,0.0
93.0,95.0,11.0,131.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,2.0,1.0,0.0,24.0,0.0,0.0,1.0,70.2104219767771,3.0,2.5639510341916423,0.0,38.0,0.0
59.0,382.0,16.0,117.0,18.0,10.0,9.0,65.0,9.0,4.0,3.0,23.0,0.0,35.0,0.0,2.0,2.0,36.0,18.0,3.0,2.0,0.0,56.0,0.0
69.0,119.0,4.0,39.0,38.0,0.0,0.0,100.0,83.0,7.0,8.0,38.0,1.0,26.0,1.0,3.0,3.0,39.0,77.0,8.0,6.0,2.0,74.0,1.0
86.0,360.0,9.0,125.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,1.0,15.0,3.431410433342534,0.0,0.0,11.0,22.0,4.0,2.0,0.0,55.0,1.0
67.0,180.43139604553625,3.0,51.0,7.0,2.0,2.0,75.0,16.0,6.0,2.0,0.0,1.0,13.0,2.0,1.0,1.0,16.0,70.2104219767771,3.0,2.5639510341916423,0.0,75.0,0.0
76.0,284.0,7.0,92.0,13.0,1.0,1.0,93.0,66.0,6.0,3.0,15.0,1.0,43.0,4.0,1.0,1.0,27.0,20.0,1.0,3.0,0.0,100.0,1.0
86.0,219.0,33.0,99.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,0.0,52.0,3.431410433342534,0.0,0.0,0.0,66.51626155426224,1.0,1.0,0.0,33.0,1.0
79.0,173.0,3.0,89.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,12.0,2.0,25.0,0.0,0.0,0.0,30.0,87.0,4.0,3.0,1.0,80.0,1.0
65.0,258.0,5.0,73.0,62.0,0.0,0.0,97.0,7.0,4.0,6.0,60.0,7.0,25.0,3.0,2.0,2.0,20.0,54.0,11.0,9.0,1.0,49.0,0.0
61.0,141.0,3.0,72.0,24.0,1.0,1.0,74.0,4.0,4.0,4.0,27.0,2.0,33.0,24.0,1.0,1.0,35.0,89.0,6.0,3.0,3.0,77.0,0.0
83.0,135.0,9.0,72.0,27.0,0.0,0.0,100.0,83.0,6.0,7.0,27.0,1.0,48.0,3.0,1.0,1.0,16.0,75.0,1.0,3.0,0.0,44.0,1.0
66.0,22.0,11.0,15.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,7.0,2.0,43.0,0.0,2.0,2.0,46.0,84.0,4.0,3.0,1.0,100.0,0.0
69.0,362.0,5.0,125.0,16.0,0.0,0.0,82.0,25.0,6.0,6.0,17.0,1.0,47.0,0.0,2.0,2.0,63.0,70.2104219767771,4.0,1.0,3.0,71.0,0.0
66.0,194.0,4.0,78.0,3.0,2.0,2.0,75.0,55.0,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,76.0,70.2104219767771,4.0,2.5639510341916423,0.0,100.0,0.0
65.0,180.43139604553625,1.0,6.0,2.0,0.0,0.0,100.0,83.0,7.0,8.0,0.0,2.0,67.0,24.0,4.0,4.0,25.0,100.0,1.0,2.0,1.464035646085296,100.0,0.0
59.0,219.0,4.0,84.0,30.0,1.0,0.0,91.0,26.0,6.0,5.0,32.0,3.0,44.0,2.0,4.0,4.0,41.0,89.0,9.0,4.0,3.0,76.0,1.0
57.0,130.0,2.0,74.0,24.0,0.0,0.0,88.0,10.0,4.0,6.0,25.0,1.0,60.0,0.0,2.0,2.0,66.0,85.0,4.0,2.0,1.464035646085296,86.0,0.0
88.0,392.0,7.0,85.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,76.0,2.0,25.0,6.0,0.0,0.0,7.0,66.51626155426224,3.0,1.0,0.0,50.0,1.0
72.0,367.0,6.0,86.0,43.0,0.0,0.0,100.0,83.0,7.0,8.0,64.0,3.0,14.0,8.0,0.0,0.0,19.0,69.0,9.0,3.0,2.0,50.0,1.0
61.0,254.0,2.0,85.0,36.0,0.0,0.0,95.0,18.848360655737704,6.0,6.0,40.0,5.0,38.0,0.0,3.0,3.0,86.0,73.0,9.0,2.0,5.0,92.0,0.0
64.0,162.0,14.0,47.0,9.0,1.0,1.0,80.0,6.0,4.0,2.0,10.0,0.0,60.0,0.0,0.0,0.0,88.0,66.0,3.0,3.0,2.0,100.0,0.0
76.79083034016479,17.0,17.0,17.0,1.0,0.0,0.0,100.0,83.0,9.0,8.0,1.0,0.0,100.0,0.0,0.0,0.0,24.266709237973604,66.51626155426224,3.6921606118546846,2.397237827715356,0.7092896174863388,60.04396533502431,1.0
79.0,194.0,5.0,86.0,47.0,0.0,0.0,100.0,83.0,7.0,8.0,49.0,2.0,55.0,0.0,0.0,0.0,23.0,82.0,3.0,5.0,0.0,57.0,1.0
78.0,79.0,33.0,58.0,9.0,0.0,0.0,78.0,9.0,4.0,6.0,9.0,0.0,33.0,0.0,0.0,0.0,3.0,70.2104219767771,1.0,2.5639510341916423,0.0,33.0,0.0
78.0,233.0,9.0,103.0,42.0,0.0,0.0,100.0,83.0,7.0,8.0,42.0,2.0,38.0,3.431410433342534,0.0,0.0,20.0,85.0,5.0,4.0,0.0,56.0,1.0
74.0,36.0,20.0,80.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,1.0,0.0,15.0,24.0,1.0,1.0,81.0,66.51626155426224,3.0,2.397237827715356,2.0,67.0,1.0
64.0,173.0,2.0,77.0,7.0,0.0,0.0,100.0,83.0,7.0,8.0,8.0,2.0,0.0,0.0,5.0,4.0,100.0,70.2104219767771,3.0,2.5639510341916423,2.0,100.0,0.0
71.0,128.0,3.0,68.0,12.0,1.0,1.0,85.0,27.0,6.0,3.0,13.0,3.0,23.0,0.0,0.0,0.0,80.0,99.0,6.0,2.0,1.0,80.0,0.0
77.0,105.0,3.0,35.0,15.0,0.0,0.0,93.0,16.0,6.0,6.0,15.0,6.0,47.0,4.0,5.0,5.0,6.0,96.0,1.0,2.0,0.0,57.0,1.0
82.0,289.0,7.0,71.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,14.0,3.0,45.0,6.0,0.0,0.0,19.0,66.51626155426224,3.0,1.0,0.0,57.0,1.0
80.0,257.0,10.0,70.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,1.0,20.0,2.0,1.0,1.0,1.0,61.0,4.0,2.0,0.0,55.0,1.0
84.0,149.0,4.0,63.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,4.0,15.0,24.0,0.0,0.0,0.0,66.51626155426224,1.0,2.397237827715356,0.0,29.0,1.0
79.0,322.0,14.0,117.0,32.0,1.0,1.0,100.0,83.0,6.0,8.0,34.0,0.0,50.0,0.0,0.0,0.0,0.0,70.2104219767771,1.0,1.0,0.0,29.0,0.0
58.0,78.0,9.0,33.0,8.0,2.0,2.0,100.0,83.0,6.0,8.0,9.0,2.0,44.0,0.0,1.0,1.0,87.0,49.0,2.0,4.0,1.0,100.0,0.0
70.0,70.0,7.0,39.0,6.0,0.0,0.0,100.0,83.0,7.0,8.0,6.0,2.0,17.0,0.0,0.0,0.0,96.0,70.2104219767771,3.0,2.5639510341916423,3.0,75.0,0.0
77.0,127.0,6.0,54.0,27.0,0.0,0.0,100.0,83.0,7.0,8.0,27.0,1.0,41.0,0.0,0.0,0.0,33.0,34.0,4.0,8.0,1.0,63.0,1.0
66.0,57.0,4.0,31.0,7.0,2.0,2.0,100.0,83.0,6.0,8.0,7.0,1.0,57.0,0.0,0.0,0.0,44.83497092440346,86.0,4.487420127795527,3.0,1.464035646085296,100.0,0.0
83.0,227.0,13.0,95.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,0.0,37.0,0.0,0.0,0.0,26.0,33.0,2.0,2.0,0.0,50.0,1.0
56.0,211.0,3.0,30.0,19.0,0.0,0.0,95.0,5.0,4.0,6.0,2.0,1.0,26.0,1.0,2.0,2.0,58.0,97.0,4.0,3.0,1.0,78.0,0.0
84.0,186.0,2.0,79.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,16.0,3.0,75.0,0.0,4.0,4.0,25.0,70.2104219767771,1.0,2.0,0.0,75.0,0.0
75.0,125.0,10.0,64.0,7.0,0.0,0.0,86.0,6.0,4.0,6.0,7.0,1.0,43.0,10.0,0.0,0.0,5.0,79.0,1.0,2.0,0.0,60.0,0.0
82.0,511.0,20.0,168.0,20.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,0.0,25.0,24.0,0.0,0.0,16.0,70.2104219767771,3.0,1.0,1.0,40.0,0.0
72.0,187.0,12.0,62.0,51.0,1.0,1.0,96.0,10.0,1.0,3.0,53.0,0.0,25.0,0.0,1.0,1.0,32.0,42.0,5.0,2.0,1.0,28.0,0.0
62.0,149.0,17.0,64.0,11.0,2.0,1.0,83.0,18.0,6.0,5.0,12.0,0.0,33.0,24.0,0.0,0.0,35.0,28.0,3.0,2.0,0.0,63.0,0.0
74.0,219.0,13.0,90.0,30.0,0.0,0.0,100.0,83.0,7.0,8.0,30.0,0.0,33.0,0.0,2.0,2.0,28.0,66.51626155426224,9.0,2.0,1.0,79.0,1.0
91.0,325.0,34.0,117.0,13.0,0.0,0.0,100.0,83.0,7.0,8.0,13.0,0.0,8.0,24.0,0.0,0.0,3.0,66.51626155426224,2.0,2.397237827715356,0.0,25.0,1.0
69.0,217.0,5.0,98.0,32.0,0.0,0.0,91.0,1.0,4.0,6.0,38.0,1.0,31.0,17.0,0.0,0.0,24.0,92.0,6.0,3.0,0.0,64.0,1.0
56.0,213.0,3.0,71.0,18.0,2.0,0.0,70.0,1.0,3.0,5.0,20.0,4.0,10.0,0.0,1.0,1.0,9.0,70.2104219767771,4.0,1.0,0.0,56.0,0.0
71.0,117.0,4.0,37.0,13.0,0.0,0.0,100.0,83.0,7.0,8.0,13.0,3.0,100.0,2.0,1.0,1.0,44.83497092440346,72.0,4.487420127795527,5.0,1.464035646085296,100.0,0.0
73.0,203.0,3.0,69.0,30.0,0.0,0.0,94.0,53.0,6.0,6.0,40.0,3.0,23.0,24.0,0.0,0.0,33.0,52.0,6.0,3.0,0.0,91.0,0.0
85.0,132.0,7.0,62.0,29.0,0.0,0.0,100.0,83.0,6.0,7.0,29.0,2.0,21.0,24.0,0.0,0.0,1.0,79.0,3.0,3.0,0.0,67.0,1.0
81.0,161.0,2.0,93.0,22.0,1.0,0.0,96.0,73.0,6.0,5.0,24.0,2.0,50.0,5.0,0.0,0.0,3.0,66.51626155426224,2.0,2.0,1.0,50.0,1.0
65.0,273.0,5.0,62.0,32.0,0.0,0.0,100.0,83.0,7.0,8.0,51.0,4.0,59.0,24.0,2.0,2.0,57.0,88.0,7.0,4.0,3.0,85.0,1.0
73.0,327.0,5.0,107.0,32.0,0.0,0.0,97.0,71.0,6.0,6.0,32.0,4.0,31.0,10.0,0.0,0.0,43.0,52.0,5.0,4.0,1.0,69.0,1.0
70.0,102.0,7.0,37.0,12.0,0.0,0.0,100.0,83.0,7.0,8.0,12.0,1.0,33.0,16.0,0.0,0.0,74.0,87.0,6.0,3.0,1.0,100.0,0.0
56.0,255.0,4.0,101.0,27.0,0.0,0.0,76.0,1.0,4.0,6.0,29.0,2.0,45.0,0.0,2.0,2.0,78.0,45.0,7.0,2.0,4.0,75.0,0.0
67.0,222.0,5.0,71.0,21.0,1.0,1.0,82.0,4.0,4.0,4.0,22.0,1.0,14.0,0.0,1.0,1.0,37.0,66.51626155426224,5.0,1.0,0.0,46.0,1.0
60.0,270.0,3.0,59.0,20.0,4.0,0.0,79.0,8.0,4.0,5.0,24.0,1.0,50.0,0.0,2.0,2.0,63.0,42.0,6.0,4.0,1.0,77.0,0.0
69.0,292.0,6.0,121.0,28.0,3.0,3.0,90.0,64.0,6.0,2.0,39.0,2.0,48.0,0.0,4.0,4.0,18.0,93.0,1.0,4.0,0.0,55.0,0.0
76.0,201.0,8.0,71.0,38.0,0.0,0.0,97.0,51.0,6.0,6.0,39.0,5.0,36.0,0.0,0.0,0.0,0.0,47.0,1.0,5.0,0.0,35.0,1.0
58.0,211.0,5.0,54.0,39.0,0.0,0.0,95.0,2.0,4.0,6.0,39.0,4.0,23.0,0.0,1.0,1.0,25.0,43.0,5.0,3.0,3.0,47.0,0.0
69.0,78.0,5.0,40.0,16.0,0.0,0.0,100.0,83.0,7.0,8.0,16.0,1.0,25.0,0.0,2.0,2.0,69.0,70.2104219767771,3.0,2.0,2.0,83.0,0.0
65.0,167.0,1.0,37.0,11.0,1.0,1.0,93.0,17.0,6.0,3.0,14.0,7.0,21.0,0.0,3.0,3.0,23.0,91.0,8.0,2.0,0.0,85.0,0.0
70.0,366.0,9.0,163.0,17.0,2.0,2.0,74.0,1.0,0.0,2.0,19.0,2.0,11.0,2.0,1.0,1.0,6.0,70.2104219767771,2.0,1.0,1.0,36.0,0.0
89.0,166.0,6.0,96.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,1.0,32.0,9.0,0.0,0.0,10.0,66.0,4.0,2.0,1.0,75.0,0.0
81.0,263.0,2.0,78.0,44.0,0.0,0.0,100.0,83.0,7.0,8.0,38.0,4.0,20.0,24.0,5.0,5.0,4.0,100.0,3.0,2.0,0.0,25.0,1.0
72.0,171.0,3.0,40.0,11.0,0.0,0.0,100.0,83.0,7.0,8.0,11.0,4.0,27.0,0.0,2.0,2.0,62.0,97.0,5.0,2.0,2.0,88.0,0.0
76.0,258.0,3.0,90.0,40.0,2.0,1.0,91.0,74.0,6.0,4.0,35.0,9.0,23.0,6.0,0.0,0.0,28.0,66.51626155426224,8.0,2.0,1.0,50.0,1.0
68.0,248.0,6.0,72.0,35.0,1.0,1.0,97.0,8.0,0.0,2.0,39.0,1.0,28.0,11.0,0.0,0.0,9.0,63.0,3.0,3.0,1.0,33.0,1.0
67.0,250.0,6.0,103.0,26.0,0.0,0.0,88.0,1.0,4.0,6.0,26.0,1.0,35.0,0.0,0.0,0.0,79.0,60.0,4.0,2.0,2.0,75.0,0.0
69.0,155.0,3.0,52.0,31.0,0.0,0.0,100.0,83.0,7.0,8.0,31.0,1.0,29.0,24.0,2.0,2.0,51.0,98.0,3.0,3.0,2.0,46.0,0.0
66.0,290.0,6.0,118.0,40.0,1.0,0.0,86.0,21.0,5.0,5.0,42.0,2.0,31.0,5.0,0.0,0.0,79.0,76.0,11.0,2.0,5.0,82.0,1.0
63.0,163.0,3.0,25.0,24.0,0.0,0.0,100.0,83.0,7.0,8.0,31.0,5.0,59.0,24.0,1.0,1.0,101.0,90.0,6.0,6.0,4.0,100.0,0.0
80.0,456.0,5.0,115.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,3.0,29.0,7.0,1.0,0.0,30.0,85.0,3.0,2.0,1.0,63.0,1.0
72.0,214.0,17.0,61.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,0.0,33.0,0.0,0.0,0.0,66.0,66.0,7.0,2.0,2.0,64.0,1.0
72.0,48.0,10.0,26.0,4.0,0.0,0.0,100.0,83.0,7.0,8.0,4.0,1.0,25.0,24.0,1.0,1.0,54.0,70.2104219767771,3.0,1.0,0.0,100.0,0.0
83.0,195.0,56.0,117.0,9.0,1.0,1.0,90.0,34.0,6.0,3.0,10.0,0.0,20.0,24.0,0.0,0.0,0.0,66.51626155426224,0.0,2.397237827715356,0.0,0.0,1.0
70.0,193.0,2.0,57.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,23.0,2.0,22.0,18.0,0.0,0.0,53.0,80.0,6.0,4.0,1.0,63.0,1.0
61.0,186.0,2.0,64.0,24.0,1.0,0.0,79.0,19.0,6.0,5.0,29.0,5.0,45.0,0.0,1.0,1.0,49.0,90.0,4.0,1.0,1.0,83.0,0.0
61.0,209.0,1.0,89.0,34.0,2.0,2.0,83.0,10.0,0.0,2.0,41.0,3.0,44.0,0.0,8.0,8.0,35.0,46.0,8.0,4.0,1.0,76.0,0.0
83.0,183.0,16.0,81.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,32.0,0.0,61.0,7.0,1.0,0.0,3.0,67.0,1.0,4.0,0.0,63.0,1.0
70.0,88.0,7.0,50.0,38.0,0.0,0.0,97.0,13.0,6.0,6.0,38.0,1.0,34.0,24.0,0.0,0.0,25.0,70.2104219767771,3.0,1.0,1.0,50.0,0.0
66.0,93.0,7.0,33.0,23.0,0.0,0.0,100.0,83.0,7.0,8.0,24.0,3.0,33.0,0.0,2.0,2.0,58.0,97.0,8.0,2.0,4.0,63.0,0.0
69.0,87.0,5.0,35.0,15.0,0.0,0.0,67.0,12.0,6.0,6.0,15.0,2.0,60.0,0.0,2.0,2.0,0.0,76.0,1.0,2.0,1.464035646085296,50.0,0.0
70.0,267.0,10.0,121.0,15.0,0.0,0.0,94.0,52.0,6.0,6.0,16.0,2.0,56.0,0.0,4.0,4.0,77.0,70.2104219767771,4.0,1.0,3.0,83.0,0.0
58.0,62.0,4.0,30.0,16.0,0.0,0.0,94.0,25.0,5.0,6.0,16.0,4.0,13.0,0.0,4.0,4.0,82.0,90.0,6.0,1.0,2.0,70.0,0.0
69.0,142.0,3.0,74.0,47.0,0.0,0.0,100.0,83.0,7.0,8.0,47.0,1.0,32.0,0.0,7.0,7.0,32.0,80.0,15.0,4.0,1.0,71.0,1.0
64.0,436.0,10.0,94.0,27.0,0.0,0.0,93.0,2.0,4.0,6.0,38.0,1.0,4.0,6.0,0.0,0.0,59.0,70.2104219767771,9.0,2.5639510341916423,5.0,56.0,0.0
70.0,141.0,8.0,145.0,17.0,3.0,2.0,80.0,29.0,5.0,2.0,20.0,1.0,20.0,16.0,0.0,0.0,46.0,91.0,5.0,2.0,1.0,100.0,1.0
63.0,118.0,1.0,63.0,65.0,0.0,0.0,100.0,83.0,7.0,8.0,3.0,3.0,75.0,7.0,0.0,0.0,59.0,95.0,10.0,2.0,3.0,86.0,0.0
71.0,321.0,15.0,117.0,60.0,0.0,0.0,100.0,83.0,7.0,8.0,60.0,0.0,10.0,0.0,2.0,2.0,43.0,39.0,27.0,2.0,8.0,60.0,1.0
63.0,79.0,10.0,30.0,10.0,0.0,0.0,100.0,83.0,7.0,8.0,10.0,1.0,30.0,24.0,0.0,0.0,88.0,70.0,4.0,2.0,2.0,100.0,0.0
89.0,162.0,8.0,82.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,2.0,24.0,24.0,1.0,1.0,3.0,66.51626155426224,1.0,1.0,0.0,33.0,1.0
76.0,258.0,17.0,127.0,10.0,0.0,0.0,80.0,17.0,6.0,6.0,10.0,0.0,20.0,0.0,0.0,0.0,40.0,70.2104219767771,1.0,1.0,1.0,22.0,0.0
74.0,203.0,1.0,66.0,27.0,0.0,0.0,93.0,3.0,4.0,6.0,30.0,1.0,20.0,0.0,3.0,3.0,2.0,86.0,2.0,2.0,0.0,57.0,1.0
65.0,20.0,1.0,9.0,8.0,0.0,0.0,100.0,83.0,7.0,8.0,9.0,7.0,22.0,4.0,1.0,1.0,33.0,88.0,6.0,2.0,0.0,89.0,0.0
81.0,279.0,15.0,94.0,44.0,0.0,0.0,98.0,27.05164066702528,6.0,6.0,47.0,0.0,36.0,0.0,0.0,0.0,19.0,56.0,7.0,2.0,0.0,64.0,1.0
91.0,412.0,8.0,102.0,18.0,0.0,0.0,100.0,83.0,7.0,8.0,19.0,1.0,42.0,5.0,1.0,1.0,4.0,66.51626155426224,2.0,1.0,0.0,43.0,1.0
84.0,365.0,5.0,75.0,20.0,0.0,0.0,95.0,53.0,6.0,6.0,31.0,3.0,0.0,19.0,0.0,0.0,8.0,70.2104219767771,3.0,2.5639510341916423,0.0,31.0,0.0
63.0,112.0,5.0,42.0,3.0,1.0,1.0,100.0,83.0,6.0,8.0,3.0,2.0,100.0,0.0,2.0,2.0,44.83497092440346,81.0,4.487420127795527,2.0,1.464035646085296,100.0,0.0
66.0,15.0,6.0,11.0,2.0,0.0,0.0,100.0,83.0,7.0,8.0,2.0,1.0,100.0,0.0,0.0,0.0,44.83497092440346,70.2104219767771,4.487420127795527,1.0,1.464035646085296,100.0,0.0
87.0,492.0,10.0,127.0,14.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,21.0,14.0,0.0,0.0,9.0,66.51626155426224,5.0,1.0,0.0,60.0,1.0
75.0,289.0,3.0,83.0,39.0,1.0,1.0,95.0,33.0,6.0,2.0,42.0,2.0,33.0,3.0,1.0,1.0,21.0,66.51626155426224,3.0,1.0,1.0,50.0,1.0
74.0,41.0,6.0,20.0,9.0,0.0,0.0,100.0,83.0,7.0,8.0,9.0,3.0,11.0,0.0,1.0,1.0,18.0,81.0,4.0,1.0,0.0,63.0,0.0
65.0,249.0,13.0,134.0,8.0,10.0,9.0,57.0,6.0,4.0,2.0,14.0,0.0,57.0,24.0,2.0,2.0,0.0,88.0,0.0,1.0,1.464035646085296,67.0,0.0
56.0,305.0,4.0,97.0,8.0,2.0,1.0,73.0,1.0,4.0,4.0,11.0,1.0,36.0,0.0,5.0,5.0,15.0,96.0,5.0,4.0,1.0,100.0,0.0
83.0,198.0,3.0,100.0,23.0,1.0,0.0,92.0,41.0,5.0,5.0,25.0,1.0,68.0,1.0,2.0,2.0,4.0,53.0,2.0,4.0,0.0,75.0,0.0
83.0,158.0,27.0,93.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,0.0,33.0,0.0,0.0,0.0,1.0,66.51626155426224,1.0,1.0,0.0,50.0,1.0
68.0,167.0,0.0,68.0,30.0,1.0,0.0,88.0,16.0,6.0,5.0,32.0,4.0,34.0,24.0,2.0,2.0,25.0,31.0,4.0,2.0,0.0,43.0,0.0
79.0,331.0,12.0,97.0,19.0,1.0,0.0,95.0,29.0,6.0,5.0,30.0,0.0,43.0,13.0,0.0,0.0,33.0,83.0,3.0,2.0,1.0,56.0,1.0
69.0,82.0,13.0,57.0,15.0,5.0,4.0,67.0,23.0,6.0,2.0,21.0,0.0,71.0,5.0,2.0,2.0,6.0,66.0,1.0,2.0,1.464035646085296,75.0,0.0
83.0,186.0,9.0,79.0,25.0,0.0,0.0,100.0,83.0,7.0,8.0,25.0,1.0,20.0,0.0,1.0,1.0,15.0,70.2104219767771,3.0,1.0,0.0,57.0,0.0
59.0,179.0,11.0,40.0,28.0,0.0,0.0,100.0,83.0,7.0,8.0,28.0,3.0,11.0,0.0,1.0,1.0,62.0,65.0,8.0,1.0,4.0,75.0,0.0
59.0,30.0,2.0,15.0,10.0,0.0,0.0,100.0,83.0,7.0,8.0,12.0,1.0,25.0,0.0,3.0,3.0,62.0,32.0,6.0,2.0,3.0,89.0,0.0
70.0,130.0,5.0,86.0,11.0,2.0,1.0,77.0,7.0,4.0,2.0,13.0,2.0,31.0,0.0,0.0,0.0,18.0,1.0,2.0,1.0,0.0,75.0,0.0
72.0,116.0,9.0,49.0,10.0,0.0,0.0,100.0,83.0,7.0,8.0,10.0,1.0,80.0,0.0,1.0,0.0,94.0,82.0,2.0,4.0,1.464035646085296,100.0,0.0
73.0,284.0,11.0,111.0,15.0,0.0,0.0,100.0,83.0,7.0,8.0,15.0,1.0,40.0,0.0,0.0,0.0,74.0,58.0,3.0,4.0,2.0,78.0,1.0
63.0,10.0,2.0,6.0,1.0,0.0,0.0,100.0,83.0,7.0,8.0,2.0,2.0,50.0,0.0,8.0,8.0,64.0,70.2104219767771,1.0,1.0,1.464035646085296,100.0,0.0
63.0,129.0,6.0,51.0,13.0,0.0,0.0,85.0,1.0,4.0,6.0,13.0,3.0,46.0,0.0,3.0,2.0,43.0,2.0,4.0,2.0,0.0,75.0,0.0
61.0,56.0,6.0,31.0,21.0,0.0,0.0,100.0,83.0,7.0,8.0,21.0,2.0,29.0,24.0,0.0,0.0,71.0,83.0,5.0,5.0,3.0,77.0,0.0
56.0,78.0,8.0,40.0,14.0,2.0,2.0,81.0,5.0,4.0,6.0,18.0,3.0,19.0,0.0,0.0,0.0,22.0,89.0,2.0,2.0,1.0,50.0,0.0
68.0,252.0,21.0,114.0,15.0,1.0,0.0,88.0,5.0,4.0,5.0,17.0,0.0,53.0,24.0,0.0,0.0,23.0,66.51626155426224,2.0,3.0,0.0,83.0,1.0
68.0,28.0,9.0,21.0,3.0,0.0,0.0,100.0,83.0,7.0,8.0,3.0,1.0,100.0,0.0,0.0,0.0,44.83497092440346,70.2104219767771,4.487420127795527,2.0,1.464035646085296,100.0,0.0
84.0,264.0,2.0,87.0,19.0,0.0,0.0,100.0,83.0,7.0,8.0,20.0,2.0,35.0,0.0,3.0,3.0,14.0,94.0,2.0,2.0,1.0,36.0,1.0
61.0,281.0,9.0,107.0,22.0,2.0,0.0,79.0,2.0,4.0,5.0,24.0,4.0,42.0,6.0,0.0,0.0,86.0,91.0,3.0,3.0,2.0,78.0,0.0
87.0,440.0,9.0,105.0,26.0,0.0,0.0,100.0,83.0,7.0,8.0,34.0,2.0,23.0,24.0,0.0,0.0,15.0,47.0,2.0,2.0,0.0,29.0,1.0
70.0,259.0,5.0,81.0,23.0,1.0,1.0,91.0,27.0,6.0,6.0,22.0,1.0,35.0,0.0,2.0,2.0,38.0,39.0,11.0,2.0,3.0,81.0,0.0
54.0,27.0,9.0,19.0,8.0,1.0,1.0,100.0,83.0,7.0,8.0,8.0,2.0,100.0,24.0,2.0,1.0,44.83497092440346,70.2104219767771,4.487420127795527,2.5639510341916423,1.464035646085296,72.36509176103084,0.0
70.0,150.0,26.0,165.0,31.0,0.0,0.0,95.0,1.0,4.0,6.0,10.0,0.0,37.0,1.0,3.0,3.0,7.0,66.51626155426224,4.0,2.0,0.0,46.0,1.0
85.0,222.78659459459465,8.0,104.0,24.0,0.0,0.0,96.0,27.05164066702528,6.0,6.0,0.0,2.0,8.0,13.0,0.0,0.0,1.0,71.0,6.0,2.0,0.0,42.0,1.0
81.0,274.0,1.0,87.0,36.0,0.0,0.0,100.0,83.0,7.0,8.0,37.0,2.0,27.0,0.0,3.0,3.0,3.0,87.0,2.0,4.0,0.0,43.0,1.0
60.0,330.0,10.0,162.0,18.0,2.0,0.0,83.0,2.0,3.0,5.0,23.0,1.0,22.0,0.0,1.0,1.0,70.0,46.0,7.0,2.0,2.0,91.0,0.0
74.0,198.0,4.0,53.0,11.0,1.0,1.0,92.0,62.0,6.0,2.0,12.0,1.0,33.0,4.0,2.0,2.0,3.0,66.51626155426224,2.0,1.0,0.0,43.0,1.0
66.0,174.0,2.0,59.0,7.0,1.0,1.0,90.0,18.848360655737704,6.0,6.0,10.0,2.0,30.0,0.0,1.0,1.0,86.0,70.2104219767771,2.0,2.5639510341916423,1.0,40.0,0.0
71.0,179.0,6.0,107.0,37.0,0.0,0.0,97.0,53.0,6.0,6.0,12.0,1.0,35.0,2.0,3.0,1.0,38.0,93.0,7.0,3.0,2.0,56.0,1.0
78.0,149.0,5.0,57.0,22.0,0.0,0.0,100.0,83.0,7.0,8.0,22.0,3.0,27.0,0.0,1.0,1.0,16.0,96.0,4.0,3.0,0.0,73.0,1.0
