0,1,2,3,4,5,6,7,Y,E
1,2,-11,-2,-2,-2,42,23,-10,4
1,1,-10,-2,-2,-2,51,51,-10,1
2,1,-11,-2,-2,-1,45,15,-10,2
2,2,-11,-2,-1,-2,301,19,-11,25
2,2,-10,-2,-3,-3,186,0,-11,25
2,3,-10,-2,-3,-2,281,15,-11,25
1,2,-11,-1,-2,-2,16,16,-10,13
3,1,-11,-2,-2,-2,10,3,-10,12
2,3,-11,-3,-2,-2,13,5,-11,25
1,1,-10,-2,-2,-2,43,0,-11,25
1,3,-10,-2,-2,-3,0,0,-11,25
1,1,-11,-2,-2,-2,283,14,-11,25
3,3,-10,-3,-2,-2,19,3,-11,25
2,3,-10,-2,-2,-1,211,11,-11,25
2,1,-10,-2,-2,-2,198,23,-10,2
3,2,-10,-2,-2,-2,288,16,-11,25
1,3,-10,-2,-2,-3,23,3,-11,25
2,1,-10,-2,-3,-2,16,6,-10,19
2,1,-11,-2,-2,-2,37,17,-10,2
1,2,-11,-2,-2,-2,23,18,-10,13
3,2,-11,-2,-3,-2,340,9,-11,25
1,3,-10,-2,-2,-2,321,3,-11,25
2,3,-11,-2,-3,-2,39,9,-11,25
1,1,-10,-2,-3,-2,15,5,-10,19
3,3,-11,-2,-2,-1,263,8,-11,25
2,1,-10,-2,-2,-2,53,4,-11,25
1,3,-10,-2,-2,-1,145,3,-11,25
1,1,-10,-3,-2,-2,313,5,-11,25
1,3,-10,-2,-2,-2,15,15,-11,25
1,1,-11,-2,-2,-2,42,10,-11,25
2,1,-10,-2,-2,-2,2,2,-10,11
1,2,-10,-2,-3,-2,34,0,-10,20
1,1,-11,-1,-2,-1,140,7,-11,25
1,3,-10,-2,-2,-2,5,5,-11,25
2,1,-10,-2,-2,-2,103,9,-11,25
3,2,-10,-3,-2,-2,229,6,-11,25
4,1,-11,-3,-2,-2,40,10,-11,25
2,1,-10,-2,-3,-3,28,1,-11,25
1,3,-11,-2,-2,-2,30,3,-11,25
3,3,-11,-2,-3,-1,207,207,-10,9
3,2,-10,-1,-2,-3,163,5,-11,25
1,2,-11,-2,-3,-3,345,10,-11,25
3,2,-10,-2,-2,-2,57,10,-11,25
2,3,-11,-2,-2,-2,17,11,-11,25
3,2,-11,-2,-2,-2,194,4,-11,25
2,1,-11,-2,-2,-1,42,10,-11,25
1,3,-10,-2,-3,-2,22,22,-10,7
2,3,-10,-2,-2,-1,182,182,-10,8
2,1,-11,-1,-2,-2,9,9,-10,11
1,1,-11,-2,-2,-3,13,13,-11,25
3,2,-11,-2,-2,-2,70,9,-11,25
2,3,-11,-3,-2,-2,313,5,-11,25
2,2,-11,-3,-2,-1,16,9,-10,14
4,1,-10,-2,-2,-2,208,4,-11,25
2,2,-11,-3,-2,-2,36,9,-11,25
4,3,-11,-2,-2,-2,169,169,-11,25
3,2,-11,-2,-3,-2,302,15,-11,25
1,1,-11,-2,-2,-1,344,305,-10,1
1,3,-11,-3,-2,-2,22,7,-11,25
1,2,-11,-1,-2,-2,20,2,-10,13
3,1,-11,-2,-2,-2,1,0,-10,12
1,2,-11,-2,-2,-2,10,10,-10,13
2,1,-10,-2,-2,-2,255,16,-10,2
2,2,-10,-2,-2,-1,78,4,-11,25
1,1,-11,-3,-2,-2,49,23,-10,1
1,1,-11,-2,-2,-2,12,3,-11,25
1,2,-10,-1,-2,-2,28,8,-11,25
2,2,-10,-2,-2,-2,5,3,-10,14
3,2,-11,-2,-2,-1,28,10,-11,25
3,1,-11,-2,-2,-2,6,2,-10,12
2,2,-11,-2,-2,-2,151,7,-11,25
3,3,-10,-2,-2,-1,155,14,-11,25
3,1,-10,-2,-2,-2,6,6,-10,12
1,1,-10,-3,-2,-1,46,11,-10,0
1,1,-10,-2,-3,-1,30,3,-10,17
2,2,-11,-3,-2,-2,59,4,-11,25
2,3,-10,-2,-3,-2,43,43,-10,8
2,2,-11,-2,-2,-2,6,4,-10,14
1,1,-11,-2,-2,-2,26,2,-11,25
3,1,-10,-1,-2,-3,58,8,-11,25
1,3,-10,-2,-2,-2,142,7,-11,25
1,3,-11,-2,-2,-2,47,47,-10,7
1,3,-11,-2,-1,-2,188,17,-11,25
2,3,-11,-2,-3,-2,135,6,-11,25
3,1,-11,-2,-2,-2,123,14,-10,23
3,3,-10,-2,-2,-2,3,3,-11,25
1,1,-10,-3,-3,-2,16,4,-10,21
1,2,-10,-2,-3,-2,308,308,-10,20
1,3,-11,-2,-2,-2,58,13,-11,25
1,3,-11,-2,-2,-2,21,5,-11,25
3,2,-10,-3,-2,-2,294,3,-11,25
2,2,-10,-2,-3,-3,33,9,-11,25
2,2,-10,-2,-2,-1,59,7,-11,25
3,1,-11,-2,-3,-2,12,12,-10,12
2,1,-10,-2,-2,-2,192,3,-11,25
1,1,-10,-2,-2,-2,237,0,-11,25
1,3,-10,-2,-3,-1,4,4,-10,17
1,1,-10,-2,-2,-3,246,2,-11,25
1,3,-11,-2,-3,-1,173,9,-11,25
2,3,-11,-2,-1,-2,3,3,-11,25
3,3,-10,-2,-2,-2,17,17,-11,25
1,2,-10,-2,-2,-2,26,10,-11,25
1,1,-11,-2,-2,-2,122,3,-10,23
2,3,-11,-2,-2,-2,0,0,-11,25
2,2,-10,-2,-2,-3,9,9,-10,14
2,2,-11,-2,-2,-2,33,15,-11,25
2,2,-10,-2,-3,-2,9,1,-10,20
3,3,-10,-2,-2,-2,17,17,-11,25
1,3,-10,-2,-3,-1,28,7,-10,17
3,1,-11,-2,-2,-2,7,7,-10,12
3,3,-11,-1,-2,-2,123,8,-11,25
2,2,-10,-2,-2,-2,150,13,-10,24
1,1,-10,-3,-2,-2,7,7,-10,10
3,1,-11,-2,-2,-2,196,10,-11,25
1,1,-11,-2,-2,-2,176,4,-10,23
1,2,-11,-2,-2,-2,8,0,-10,13
2,2,-11,-2,-3,-2,9,7,-10,14
2,1,-10,-2,-3,-2,172,8,-10,19
1,1,-10,-1,-2,-2,56,11,-11,25
3,1,-10,-2,-2,-2,17,4,-10,12
1,1,-11,-2,-2,-2,112,112,-10,1
1,3,-11,-2,-2,-2,0,0,-11,25
2,1,-11,-2,-2,-3,14,0,-11,25
2,2,-11,-2,-2,-1,256,2,-11,25
1,3,-11,-1,-2,-2,6,5,-11,25
2,1,-11,-2,-2,-2,12,12,-11,25
2,2,-10,-2,-2,-2,189,0,-10,24
3,1,-11,-3,-2,-2,34,23,-10,3
1,3,-11,-2,-2,-2,4,4,-11,25
1,2,-10,-2,-2,-2,221,23,-10,4
4,3,-10,-2,-2,-1,6,5,-11,25
3,1,-10,-2,-2,-2,34,34,-10,3
2,1,-10,-2,-2,-1,157,8,-11,25
1,1,-11,-2,-2,-2,114,19,-10,1
2,1,-10,-2,-2,-2,339,197,-10,2
2,3,-10,-2,-2,-3,37,37,-10,8
1,1,-11,-2,-2,-2,14,14,-11,25
2,2,-11,-2,-2,-2,5,4,-10,14
1,2,-11,-2,-2,-2,35,6,-11,25
1,2,-10,-3,-2,-2,214,20,-10,4
2,2,-11,-2,-2,-1,27,6,-10,14
1,3,-10,-2,-3,-2,42,2,-11,25
3,1,-10,-2,-2,-2,44,18,-10,3
4,3,-10,-2,-2,-3,59,6,-11,25
2,3,-11,-2,-2,-2,29,4,-11,25
2,1,-11,-3,-3,-2,47,47,-10,2
1,1,-11,-2,-2,-2,62,62,-10,1
4,3,-11,-2,-2,-2,46,22,-11,25
1,1,-10,-2,-2,-3,19,19,-10,1
1,3,-11,-1,-2,-2,199,5,-11,25
3,2,-11,-2,-3,-2,6,6,-11,25
1,1,-11,-2,-2,-2,302,11,-11,25
1,3,-11,-2,-3,-2,14,3,-11,25
3,3,-10,-3,-2,-2,72,72,-10,9
2,3,-10,-2,-2,-2,90,10,-11,25
2,2,-10,-2,-2,-3,166,3,-11,25
3,1,-11,-2,-2,-2,13,13,-10,12
3,1,-11,-2,-2,-1,126,1,-11,25
3,1,-11,-2,-2,-2,3,3,-10,12
1,2,-10,-2,-2,-2,46,9,-11,25
1,1,-10,-2,-2,-1,9,4,-10,10
2,1,-10,-2,-1,-2,6,1,-10,11
1,2,-11,-2,-2,-2,44,44,-10,4
1,1,-11,-2,-2,-2,56,22,-10,1
1,1,-11,-2,-2,-3,216,3,-11,25
1,1,-11,-2,-2,-2,23,4,-11,25
1,1,-10,-2,-2,-2,26,4,-11,25
2,3,-10,-3,-2,-1,26,11,-11,25
2,3,-10,-2,-3,-1,212,8,-10,17
1,3,-10,-2,-2,-2,102,11,-11,25
1,1,-11,-3,-2,-2,44,8,-11,25
1,2,-11,-2,-3,-3,40,1,-11,25
3,3,-11,-2,-2,-2,307,10,-11,25
2,3,-11,-2,-2,-3,344,9,-11,25
1,1,-11,-2,-2,-1,316,6,-11,25
3,2,-11,-3,-2,-2,23,22,-11,25
2,3,-10,-2,-2,-2,350,17,-11,25
1,3,-10,-2,-2,-3,101,3,-11,25
1,2,-11,-3,-2,-2,8,8,-10,13
1,1,-11,-3,-2,-2,13,13,-11,25
1,2,-11,-2,-2,-2,25,5,-11,25
3,1,-11,-2,-2,-2,25,25,-10,12
1,2,-11,-2,-3,-2,50,50,-10,4
3,1,-10,-2,-2,-2,35,7,-11,25
3,3,-11,-2,-3,-3,106,7,-11,25
3,2,-10,-2,-2,-1,26,15,-11,25
1,1,-11,-2,-2,-2,179,2,-10,23
1,2,-10,-2,-3,-2,11,3,-10,20
1,2,-11,-3,-2,-2,9,9,-10,13
1,1,-11,-2,-2,-2,140,9,-10,23
3,1,-11,-3,-2,-2,1,1,-10,12
1,3,-10,-2,-3,-2,133,16,-11,25
2,2,-10,-2,-2,-1,53,53,-10,5
1,3,-10,-2,-2,-2,4,4,-11,25
1,3,-11,-2,-2,-2,15,8,-11,25
3,2,-10,-2,-3,-2,6,6,-10,20
3,2,-10,-3,-2,-1,5,3,-11,25
1,1,-10,-2,-2,-2,18,1,-11,25
1,2,-11,-1,-2,-2,52,21,-10,4
1,1,-10,-2,-2,-2,1,1,-10,10
2,2,-11,-2,-2,-2,100,7,-11,25
1,1,-10,-3,-2,-2,28,5,-11,25
1,1,-10,-2,-2,-2,14,3,-11,25
1,2,-11,-2,-3,-2,53,53,-10,4
1,2,-11,-2,-2,-1,182,10,-11,25
1,1,-11,-2,-2,-2,58,3,-11,25
2,1,-10,-2,-2,-2,40,3,-11,25
3,2,-11,-2,-2,-1,39,10,-11,25
2,1,-11,-2,-2,-2,138,138,-10,23
1,1,-10,-2,-2,-2,50,4,-11,25
2,2,-11,-2,-2,-2,19,19,-10,14
2,1,-11,-2,-2,-2,8,1,-10,11
1,1,-11,-3,-2,-2,1,1,-10,10
1,3,-11,-2,-2,-2,5,3,-11,25
2,1,-10,-2,-1,-1,88,19,-10,2
3,2,-11,-2,-1,-2,117,60,-10,6
1,2,-10,-2,-2,-1,81,10,-11,25
2,3,-11,-2,-2,-1,28,28,-11,25
3,1,-10,-2,-2,-2,301,8,-11,25
1,2,-10,-2,-2,-1,100,100,-10,4
3,2,-11,-2,-2,-2,112,4,-11,25
1,2,-10,-2,-2,-1,69,15,-11,25
3,2,-11,-2,-2,-2,30,6,-11,25
1,1,-10,-1,-3,-2,47,17,-10,1
1,2,-10,-3,-2,-1,17,16,-10,13
1,1,-10,-2,-1,-2,56,16,-10,1
1,3,-10,-2,-2,-2,260,8,-11,25
1,2,-10,-2,-2,-1,2,2,-10,13
3,3,-11,-2,-2,-2,137,5,-11,25
2,1,-11,-2,-1,-2,227,5,-11,25
2,3,-10,-1,-2,-1,192,19,-11,25
1,1,-10,-2,-2,-1,136,136,-10,1
2,1,-11,-2,-2,-2,105,11,-11,25
1,3,-10,-2,-2,-2,258,1,-11,25
2,3,-11,-2,-2,-2,155,14,-11,25
4,2,-10,-2,-3,-2,29,0,-10,20
2,1,-11,-1,-2,-3,359,250,-10,2
3,1,-10,-2,-3,-2,20,20,-10,19
1,1,-11,-2,-2,-1,46,19,-10,1
2,1,-10,-2,-2,-1,108,0,-11,25
1,1,-10,-2,-2,-2,37,5,-11,25
1,1,-10,-2,-2,-1,239,8,-11,25
1,2,-11,-2,-2,-2,11,11,-10,13
1,3,-10,-3,-3,-2,53,10,-11,25
1,2,-10,-2,-3,-2,8,7,-10,20
4,3,-10,-2,-3,-2,202,23,-11,25
1,1,-11,-2,-2,-2,46,23,-10,1
3,2,-11,-2,-2,-2,32,20,-11,25
1,2,-11,-2,-2,-2,12,4,-10,13
3,1,-10,-3,-2,-2,12,1,-10,12
2,1,-10,-3,-2,-2,37,8,-11,25
2,2,-11,-2,-2,-2,17,9,-10,14
2,1,-11,-2,-2,-2,52,7,-11,25
2,1,-10,-2,-3,-2,47,47,-10,19
1,2,-10,-2,-3,-2,31,13,-10,20
1,3,-10,-2,-2,-1,59,22,-10,7
2,2,-10,-1,-2,-1,16,2,-10,14
2,2,-11,-3,-2,-2,154,3,-11,25
2,1,-11,-2,-2,-3,356,10,-11,25
4,1,-11,-2,-3,-2,14,7,-11,25
1,2,-11,-2,-1,-2,143,9,-11,25
2,1,-11,-2,-2,-2,97,16,-10,2
3,3,-11,-2,-2,-1,28,0,-11,25
1,2,-11,-2,-2,-2,181,164,-10,4
1,2,-10,-2,-2,-1,233,2,-11,25
2,3,-11,-2,-2,-2,16,16,-11,25
1,3,-11,-1,-3,-2,289,289,-10,7
2,1,-11,-3,-2,-2,148,11,-10,23
3,2,-10,-2,-2,-2,22,10,-11,25
3,2,-10,-3,-2,-2,126,3,-11,25
1,2,-10,-3,-1,-2,57,6,-11,25
1,3,-11,-2,-2,-2,344,10,-11,25
1,3,-11,-2,-2,-1,298,1,-11,25
2,2,-10,-2,-2,-2,55,0,-11,25
2,2,-10,-2,-2,-1,1,1,-10,14
4,2,-11,-2,-2,-1,97,9,-11,25
1,1,-11,-2,-2,-2,43,8,-11,25
3,3,-11,-2,-2,-1,0,0,-11,25
3,3,-10,-2,-2,-2,98,7,-11,25
2,1,-10,-2,-2,-2,22,5,-11,25
2,3,-11,-3,-2,-2,292,0,-11,25
2,2,-11,-2,-2,-2,9,8,-10,14
1,3,-10,-2,-2,-2,21,8,-11,25
3,1,-10,-2,-2,-3,322,13,-11,25
2,1,-11,-3,-2,-2,52,23,-10,2
3,2,-11,-2,-2,-2,28,8,-11,25
1,1,-10,-2,-2,-1,252,3,-11,25
2,1,-11,-2,-2,-2,329,10,-11,25
1,3,-10,-2,-2,-2,335,6,-11,25
1,1,-10,-2,-2,-2,6,6,-10,10
2,1,-10,-2,-2,-2,2,2,-10,11
2,2,-10,-2,-2,-2,90,13,-11,25
1,1,-10,-3,-3,-1,238,11,-10,18
1,2,-10,-2,-2,-2,348,14,-11,25
2,2,-11,-2,-2,-2,49,6,-11,25
1,1,-10,-2,-3,-3,50,4,-11,25
2,1,-11,-2,-2,-2,4,4,-10,11
3,3,-10,-3,-2,-2,13,8,-11,25
3,2,-10,-2,-2,-2,53,6,-11,25
2,1,-10,-3,-2,-2,23,23,-10,2
2,1,-11,-2,-3,-2,20,20,-10,2
3,2,-11,-2,-2,-2,22,22,-11,25
1,3,-11,-2,-2,-2,28,0,-11,25
2,3,-11,-2,-2,-2,37,22,-11,25
2,1,-11,-2,-2,-2,37,13,-11,25
1,1,-10,-2,-3,-1,9,0,-10,10
1,3,-10,-2,-3,-2,128,3,-11,25
1,1,-10,-2,-2,-2,131,11,-10,23
1,3,-11,-2,-3,-2,54,6,-11,25
1,2,-11,-2,-2,-2,166,7,-11,25
2,1,-10,-2,-2,-2,25,5,-11,25
2,1,-10,-2,-2,-1,175,4,-11,25
2,1,-10,-2,-2,-1,118,72,-10,2
1,1,-11,-2,-2,-3,34,2,-11,25
1,1,-10,-2,-2,-2,52,52,-10,1
1,3,-11,-2,-2,-1,236,7,-11,25
1,1,-11,-2,-2,-3,21,9,-11,25
2,2,-10,-2,-2,-2,48,5,-11,25
2,3,-11,-2,-1,-2,43,5,-11,25
1,1,-11,-2,-2,-2,222,20,-10,1
1,2,-10,-2,-3,-3,320,21,-10,4
1,1,-10,-2,-2,-2,71,22,-10,1
2,2,-10,-1,-2,-2,17,5,-10,14
1,1,-11,-2,-2,-2,47,2,-11,25
3,2,-10,-2,-2,-2,35,3,-11,25
2,1,-10,-3,-2,-2,188,188,-10,2
2,2,-10,-2,-2,-2,144,13,-10,24
1,2,-10,-2,-2,-2,15,5,-10,13
2,2,-11,-2,-2,-2,34,2,-11,25
1,2,-10,-2,-3,-2,9,9,-10,20
2,2,-11,-2,-2,-2,7,7,-10,14
2,2,-11,-2,-3,-3,195,9,-11,25
1,2,-11,-2,-2,-2,250,4,-11,25
2,3,-10,-2,-2,-2,12,12,-11,25
2,2,-10,-3,-2,-2,46,0,-11,25
2,1,-10,-2,-2,-2,23,11,-11,25
4,3,-11,-2,-2,-2,0,0,-11,25
2,2,-11,-2,-2,-2,30,9,-11,25
1,1,-10,-2,-2,-2,104,5,-11,25
1,3,-10,-2,-2,-2,14,10,-11,25
1,2,-11,-3,-3,-1,13,11,-10,13
2,1,-11,-2,-2,-2,147,129,-10,23
1,1,-11,-2,-2,-3,58,58,-10,1
3,1,-11,-2,-2,-2,22,6,-10,12
2,2,-11,-3,-2,-2,2,0,-10,14
2,2,-11,-3,-2,-3,21,10,-10,14
2,1,-10,-2,-2,-2,41,41,-10,2
1,1,-10,-2,-3,-1,45,5,-10,17
1,2,-10,-1,-2,-1,263,15,-11,25
2,2,-11,-2,-2,-2,214,5,-11,25
3,3,-10,-2,-2,-2,1,1,-11,25
2,1,-11,-2,-3,-2,8,8,-10,11
2,1,-11,-2,-3,-2,59,0,-11,25
1,2,-11,-3,-2,-2,159,5,-11,25
1,2,-10,-2,-2,-2,29,6,-11,25
2,1,-11,-2,-2,-2,206,15,-10,2
2,2,-10,-3,-2,-2,128,2,-11,25
3,2,-10,-1,-2,-2,5,5,-11,25
2,3,-10,-3,-2,-2,86,4,-11,25
2,3,-11,-2,-2,-2,20,6,-11,25
2,1,-10,-2,-2,-2,34,0,-11,25
2,1,-11,-2,-2,-2,25,7,-11,25
1,2,-11,-2,-3,-3,355,10,-11,25
2,2,-10,-2,-2,-2,42,8,-11,25
1,3,-11,-3,-2,-2,5,5,-11,25
1,1,-11,-3,-2,-1,249,10,-10,0
2,1,-10,-3,-3,-2,43,10,-10,21
3,1,-10,-1,-3,-2,14,6,-10,12
3,1,-11,-2,-2,-2,232,2,-11,25
1,2,-10,-2,-2,-3,306,6,-11,25
1,2,-10,-2,-2,-2,287,4,-11,25
3,3,-10,-2,-3,-2,227,4,-11,25
1,2,-10,-2,-2,-2,17,17,-10,13
2,1,-10,-2,-2,-2,41,9,-11,25
4,1,-10,-2,-2,-2,320,10,-11,25
2,1,-10,-1,-2,-2,266,7,-11,25
1,1,-11,-2,-2,-2,111,0,-11,25
2,3,-10,-3,-2,-2,36,15,-11,25
1,1,-11,-3,-2,-3,5,4,-10,10
1,1,-10,-2,-2,-1,329,16,-10,1
1,2,-10,-2,-2,-2,29,17,-11,25
2,1,-10,-2,-2,-2,44,5,-11,25
2,3,-10,-2,-1,-2,20,8,-11,25
3,3,-11,-2,-1,-2,12,0,-11,25
4,1,-10,-2,-2,-1,167,7,-11,25
2,3,-10,-1,-2,-2,0,0,-11,25
2,3,-10,-2,-2,-2,20,9,-11,25
1,1,-11,-2,-1,-2,41,17,-10,1
1,2,-11,-2,-2,-2,85,2,-11,25
1,3,-10,-2,-2,-2,40,15,-11,25
2,2,-11,-2,-2,-3,185,7,-11,25
3,3,-10,-2,-2,-3,2,2,-11,25
1,1,-11,-2,-2,-2,13,2,-11,25
4,2,-11,-2,-2,-2,9,9,-11,25
1,2,-11,-2,-3,-2,2,2,-10,13
3,1,-11,-2,-2,-2,261,2,-11,25
2,1,-11,-2,-2,-2,239,22,-10,2
3,2,-10,-2,-2,-2,14,14,-11,25
1,1,-10,-2,-2,-2,259,6,-11,25
1,2,-10,-2,-2,-2,23,13,-10,13
2,1,-10,-2,-2,-1,20,1,-11,25
2,1,-10,-3,-2,-1,4,4,-10,11
2,3,-10,-2,-2,-1,48,0,-11,25
3,3,-10,-2,-3,-2,53,23,-11,25
1,1,-11,-2,-2,-2,261,11,-11,25
1,3,-10,-3,-2,-3,165,9,-11,25
4,3,-11,-2,-2,-2,11,5,-11,25
1,3,-10,-2,-2,-3,53,1,-11,25
1,1,-11,-2,-2,-2,282,10,-11,25
3,3,-10,-2,-2,-2,177,2,-11,25
2,2,-10,-2,-2,-3,229,22,-10,5
2,1,-11,-2,-2,-2,52,15,-10,2
4,3,-10,-2,-2,-2,75,3,-11,25
1,3,-10,-2,-3,-3,327,13,-11,25
2,1,-10,-2,-2,-2,234,6,-11,25
1,1,-11,-3,-2,-2,28,13,-11,25
3,2,-11,-1,-2,-1,57,11,-11,25
1,1,-11,-2,-2,-1,76,1,-11,25
4,2,-10,-2,-3,-3,76,1,-11,25
1,3,-10,-2,-2,-2,21,21,-10,7
1,3,-10,-2,-2,-2,79,79,-10,7
1,3,-11,-2,-2,-2,188,7,-11,25
1,2,-11,-2,-2,-2,291,0,-11,25
3,1,-11,-2,-2,-3,250,21,-10,3
1,1,-11,-2,-2,-2,14,9,-11,25
2,1,-11,-2,-2,-2,21,7,-11,25
3,1,-11,-2,-2,-2,134,4,-10,23
2,3,-10,-2,-3,-1,211,4,-10,17
4,2,-11,-2,-1,-2,8,0,-11,25
3,2,-11,-2,-3,-1,57,6,-11,25
4,1,-10,-2,-3,-2,48,6,-10,19
4,1,-10,-2,-2,-2,9,9,-11,25
1,3,-10,-2,-3,-2,3,3,-11,25
3,2,-10,-2,-2,-2,5,5,-11,25
2,2,-10,-2,-2,-2,36,1,-11,25
2,2,-10,-2,-2,-2,187,7,-10,24
3,1,-10,-2,-2,-3,315,315,-10,3
1,2,-11,-2,-2,-3,9,2,-10,13
3,3,-11,-2,-2,-2,42,21,-11,25
1,2,-11,-2,-2,-2,42,42,-10,4
2,1,-10,-2,-3,-1,335,335,-10,17
1,2,-10,-2,-2,-2,296,2,-11,25
1,2,-11,-2,-3,-1,245,13,-11,25
3,3,-11,-2,-2,-1,282,21,-11,25
3,1,-10,-2,-2,-2,31,4,-11,25
4,1,-11,-1,-2,-1,117,2,-11,25
2,3,-11,-2,-2,-2,192,17,-11,25
1,1,-11,-2,-2,-2,171,21,-10,23
1,1,-11,-2,-2,-2,58,7,-11,25
2,3,-10,-2,-2,-2,10,4,-11,25
1,1,-11,-2,-2,-2,43,5,-11,25
2,1,-10,-2,-2,-2,26,4,-11,25
2,3,-10,-2,-3,-2,8,8,-11,25
2,3,-11,-2,-3,-2,33,3,-11,25
3,2,-11,-2,-2,-3,58,3,-11,25
1,1,-10,-2,-2,-2,241,10,-11,25
2,1,-10,-2,-2,-2,37,37,-10,2
3,2,-11,-2,-2,-3,349,9,-11,25
2,2,-11,-2,-2,-2,81,5,-11,25
1,3,-10,-2,-2,-3,28,11,-11,25
1,3,-10,-2,-2,-1,325,5,-11,25
2,2,-11,-2,-2,-3,33,16,-11,25
2,1,-11,-2,-2,-2,132,132,-10,23
1,1,-10,-2,-2,-3,103,9,-11,25
3,1,-11,-2,-2,-2,15,15,-10,12
1,2,-11,-3,-2,-2,66,0,-11,25
2,1,-11,-2,-2,-2,47,8,-11,25
1,3,-11,-2,-2,-2,121,1,-11,25
3,3,-11,-2,-2,-2,343,8,-11,25
2,3,-11,-2,-3,-2,12,5,-11,25
4,2,-11,-3,-2,-2,51,5,-11,25
1,3,-10,-3,-2,-2,42,1,-11,25
1,2,-10,-2,-2,-2,48,8,-11,25
3,3,-10,-2,-2,-2,96,0,-11,25
2,2,-11,-2,-2,-2,52,15,-11,25
3,1,-10,-2,-2,-1,27,8,-10,12
1,2,-10,-2,-2,-2,102,10,-11,25
2,1,-11,-3,-2,-2,52,0,-11,25
2,2,-10,-2,-2,-2,180,7,-10,24
1,2,-11,-2,-2,-2,12,3,-10,13
3,3,-10,-2,-2,-2,251,8,-11,25
4,2,-11,-2,-1,-2,52,52,-11,25
1,1,-10,-1,-2,-2,10,10,-10,10
1,1,-10,-2,-2,-2,326,326,-10,1
3,2,-10,-2,-2,-2,306,17,-11,25
2,1,-10,-2,-2,-2,31,5,-11,25
1,3,-10,-2,-2,-1,90,4,-11,25
1,1,-11,-3,-2,-2,1,1,-10,10
1,1,-11,-2,-2,-2,10,10,-10,10
2,3,-11,-2,-2,-2,35,15,-11,25
1,3,-11,-2,-2,-1,76,76,-10,7
1,1,-11,-2,-2,-2,18,6,-11,25
3,3,-11,-1,-2,-1,11,11,-11,25
1,2,-10,-2,-2,-2,2,2,-10,13
3,2,-10,-2,-2,-2,4,4,-11,25
1,2,-10,-3,-2,-2,11,6,-10,13
3,3,-10,-2,-1,-1,241,4,-11,25
1,1,-10,-2,-2,-2,58,19,-10,1
2,2,-11,-2,-1,-3,6,6,-10,14
1,1,-10,-2,-3,-1,19,4,-10,17
1,2,-10,-2,-2,-2,9,1,-10,13
1,1,-10,-2,-3,-1,30,8,-10,17
2,2,-10,-2,-3,-2,200,113,-10,20
1,3,-10,-2,-1,-2,37,10,-11,25
4,1,-11,-2,-2,-3,165,4,-11,25
1,2,-11,-2,-2,-2,222,9,-11,25
3,3,-11,-3,-2,-1,21,2,-11,25
2,1,-10,-2,-2,-1,204,2,-11,25
2,1,-10,-2,-2,-3,13,5,-11,25
1,1,-11,-2,-2,-2,23,3,-11,25
2,3,-11,-2,-2,-2,329,9,-11,25
2,3,-10,-2,-2,-2,98,14,-11,25
3,2,-11,-2,-3,-2,38,17,-11,25
1,3,-11,-2,-1,-2,34,21,-10,7
4,1,-10,-2,-2,-2,54,6,-11,25
2,1,-10,-2,-2,-2,65,8,-11,25
1,1,-10,-2,-2,-2,21,6,-11,25
2,3,-10,-2,-2,-1,47,1,-11,25
2,2,-10,-2,-3,-2,4,4,-10,20
3,2,-11,-2,-2,-3,50,5,-11,25
2,1,-10,-2,-3,-1,19,6,-10,17
4,1,-11,-3,-2,-2,62,7,-11,25
1,2,-11,-2,-2,-1,25,1,-11,25
1,1,-11,-3,-2,-2,117,10,-11,25
2,1,-10,-2,-2,-2,98,98,-10,2
2,3,-10,-2,-1,-3,5,0,-11,25
2,1,-10,-2,-2,-2,9,9,-10,11
1,3,-11,-2,-3,-2,1,0,-11,25
3,2,-11,-2,-2,-1,19,4,-11,25
1,2,-10,-2,-3,-2,295,20,-10,20
2,3,-11,-2,-2,-2,11,7,-11,25
1,1,-11,-2,-2,-2,4,4,-10,10
2,2,-11,-2,-3,-2,22,22,-10,14
2,3,-11,-2,-2,-3,306,306,-10,8
2,2,-10,-2,-2,-2,21,3,-10,14
1,3,-11,-2,-2,-3,32,15,-11,25
2,2,-10,-2,-2,-2,117,6,-11,25
3,2,-10,-2,-2,-2,20,3,-11,25
3,3,-11,-2,-2,-1,275,9,-11,25
1,1,-11,-2,-2,-2,36,8,-11,25
3,3,-10,-3,-2,-2,93,11,-11,25
3,1,-11,-2,-2,-2,17,17,-10,12
2,1,-11,-1,-2,-1,130,1,-11,25
1,1,-11,-2,-2,-1,276,1,-11,25
2,1,-10,-2,-2,-3,159,11,-11,25
1,2,-10,-2,-2,-2,310,9,-11,25
2,3,-11,-2,-2,-2,133,0,-11,25
2,1,-10,-2,-3,-2,16,8,-10,19
1,3,-11,-2,-2,-2,1,1,-11,25
3,2,-11,-2,-2,-2,27,27,-11,25
2,1,-10,-2,-2,-1,1,0,-10,11
2,2,-11,-1,-2,-2,41,9,-11,25
2,1,-10,-2,-2,-2,37,1,-11,25
4,3,-11,-2,-2,-2,1,1,-11,25
1,1,-11,-2,-3,-3,14,8,-11,25
2,2,-10,-2,-2,-2,36,19,-11,25
1,1,-11,-2,-2,-2,0,0,-10,10
1,3,-10,-2,-2,-2,31,8,-11,25
2,1,-10,-2,-2,-2,31,6,-11,25
